id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
999450060442577057,"Quiet Large Room, Near Central Square Shops & MIT",43450256,Steve,,The Port,42.36637,-71.1008,Private room,66,30,1,2025-09-02,1,83,361,1,
999462855395310148,"Quiet Room, Near Central Square T, MIT, & Shopping",43450256,Steve,,The Port,42.36462991057958,-71.10082188784696,Private room,106,30,1,2024-09-14,0.08,83,341,0,
999611564853363629,"Quiet Room, Near Central Square T, MIT, & Shopping",43450256,Steve,,The Port,42.3664818311017,-71.10021016027557,Private room,122,30,5,2025-08-08,0.22,83,322,2,
1004102324803384826,"Blueground | Kendall Sq, gym, w/d & rooftop",107434423,Blueground,,East Cambridge,42.3674074,-71.0783837,Entire home/apt,246,32,1,2024-04-21,0.06,169,286,0,
1004102648076003285,"Blueground | Alewife, gym & w/d, nr red line",107434423,Blueground,,Cambridge Highlands,42.3924213,-71.1458597,Entire home/apt,283,32,2,2024-07-07,0.12,169,312,0,
1004103583651239793,"Blueground | Alewife, gym & w/d, nr shopping & t",107434423,Blueground,,Cambridge Highlands,42.39122950000001,-71.14578879999999,Entire home/apt,269,32,1,2025-04-13,0.18,169,131,1,
1004106343681127655,"Blueground | Alewife, gym & w/d, nr red line t",107434423,Blueground,,Cambridge Highlands,42.39122950000001,-71.14578879999999,Entire home/apt,291,32,0,,,169,326,0,
1004806474673963758,"Blueground | Alewife, gym & w/d, nr shopping & T",107434423,Blueground,,Cambridge Highlands,42.3924213,-71.1458597,Entire home/apt,302,32,1,2024-05-31,0.06,169,243,0,
1005269731588409640,Sunny’s Place,542474369,Donald,,North Cambridge,42.39874059104801,-71.1389256928443,Entire home/apt,315,2,34,2025-09-23,1.46,1,317,14,
1005673682228403331,"Blueground | Kendall Sq, gym, w/d & rooftop",107434423,Blueground,,East Cambridge,42.3674074,-71.0783837,Entire home/apt,279,32,0,,,169,28,0,
1010125409177601423,Central Square 3BR Condo near MIT/Harvard Square,463475392,Haroldo,,The Port,42.3637087,-71.10041489999999,Entire home/apt,522,2,36,2025-09-14,1.61,33,195,19,
1011434132378868116,"Blueground | Kendall Sq, gym, w/d & roof, nr mit",107434423,Blueground,,East Cambridge,42.3674074,-71.0783837,Entire home/apt,273,32,0,,,169,338,0,
1012181677465302115,Great Location Queen Bed w/ Desk,43450256,Steve,,East Cambridge,42.36879688823481,-71.08008152185563,Private room,111,4,24,2025-08-20,1.09,83,350,16,
1015928386706711468,Well Located 3 Bed w/ Free Parking in Kendall Sq,43450256,Steve,,East Cambridge,42.36832855788016,-71.07995832423157,Entire home/apt,304,4,31,2025-07-06,1.35,83,337,13,
1017640798001039187,Private Room Walk to Harvard and Subway M8,93503221,Lynne,,Mid-Cambridge,42.37507176392869,-71.10611235501129,Private room,71,1,102,2025-09-06,4.58,8,67,52,
1019952339182269774,"Harvard, MIT, Central Square Art",22813455,Isabel,,The Port,42.36457,-71.09905,Private room,,91,0,,,1,308,0,
1020115334294372563,"Blueground | Central Sq, gym, nr shops & dining",107434423,Blueground,,The Port,42.36375950000001,-71.10030499999999,Entire home/apt,379,32,0,,,169,197,0,
1020324015375683573,Hot Deal Harvard Square 1 Bedroom,373675137,Liya,,Agassiz,42.38062371740519,-71.11778174146863,Private room,72,29,8,2025-08-02,0.99,97,227,8,
1020360905148404294,Top Harvard Square 1 Bedroom,373675137,Liya,,Agassiz,42.38217,-71.11953,Private room,78,29,4,2024-10-14,0.21,97,213,3,
1020397499932511458,Wonderful Harvard Square 1 Bedroom,373675137,Liya,,Neighborhood Nine,42.38250909132982,-71.1197127510579,Private room,77,29,26,2025-09-12,1.32,97,222,21,
1021024681841646418,Cozy Harvard Square 1 Bedroom,373675137,Liya,,Agassiz,42.38025142546794,-71.11824899187155,Private room,77,29,8,2025-08-17,0.38,97,212,4,
1021042132067577967,Best 1 Bedroom on Harvard University Campus,373675137,Liya,,Agassiz,42.382271850045726,-71.11950201548997,Private room,,29,1,2025-08-04,0.54,97,227,1,
1021066394115705551,Superior Harvard Square 1 Bedroom,373675137,Liya,,Agassiz,42.38106,-71.11751,Private room,78,29,2,2025-05-20,0.13,97,224,1,
1021083486109008221,Hot Harvard Square 1 Bedroom,373675137,Liya,,Agassiz,42.3809430074267,-71.11956266824566,Private room,78,29,26,2025-09-25,1.24,97,201,19,
1021088928078185998,Amazing Harvard Square 1 Bedroom,373675137,Liya,,Agassiz,42.380308379964035,-71.1187753000902,Private room,76,29,15,2025-08-13,0.97,97,213,9,
1021095817846302129,Harvard Square Best Deal 1 Bedroom,373675137,Liya,,Agassiz,42.38254729596301,-71.11919261831764,Private room,72,29,26,2025-09-07,1.39,97,224,19,
1021121664023217954,Best Harvard Square 1 Bedroom,373675137,Liya,,Agassiz,42.38107560231579,-71.11743726087215,Private room,77,29,6,2024-09-01,0.42,97,221,0,
1021131856491372052,Luxury Harvard Square 1 Bedroom,373675137,Liya,,Agassiz,42.38043980802562,-71.11904400727165,Private room,84,29,28,2025-09-27,1.36,97,223,17,
1023702474053285021,"Blueground | Central Sq, gym & w/d, nr dining",107434423,Blueground,,The Port,42.36380330000001,-71.0997926,Entire home/apt,,32,0,,,169,265,0,
1024631607696785445,Top Deal Harvard Square 1 Bedroom,373675137,Liya,,Agassiz,42.38045647169058,-71.1177588945982,Private room,77,29,7,2025-08-08,0.32,97,163,2,
1025502931161999381,Central Square Penthouse near MIT Harvard Wi-Fi &,463475392,Haroldo,,The Port,42.36384,-71.10046,Entire home/apt,507,2,23,2025-08-24,1.05,33,182,16,
1027885048039574491,LUX 1BR with City Views,395014290,Brian,,East Cambridge,42.37108,-71.07268,Private room,200,1,1,2023-12-10,0.05,1,262,0,
1028528261650319760,Panoramic City-Skyline MIT/Harvard CIC Kendall Sqr,463475392,Haroldo,,Area 2/MIT,42.36157303358423,-71.08590412093709,Entire home/apt,724,5,6,2024-10-20,0.38,33,236,3,
1033547494688067088,"City Skyline w King Bed, Pool Gym Wi-Fi & Parking",463475392,Haroldo,,East Cambridge,42.36979845110446,-71.07329729468992,Entire home/apt,707,5,25,2025-03-20,1.23,33,179,7,
1034135728164806497,"Renovated 2 Bed, 2 Bath & W/D in East Cambridge",43450256,Steve,,East Cambridge,42.37201,-71.08372,Entire home/apt,228,30,3,2025-05-09,0.15,83,225,2,
1034226604586154269,"Private Bathroom, InUnit Laundry, Near Supermarket",43450256,Steve,,East Cambridge,42.37331,-71.08195,Private room,114,30,1,2024-07-05,0.07,83,249,0,
1034359219041251331,Clean Tidy Space in Cambridge 10 min to Green line,201911026,Gokhan,,Wellington-Harrington,42.37229,-71.09704,Private room,89,1,90,2025-08-27,4.13,5,244,55,
1036262305798173477,Central Serene Condo King Bed by MIT Harvard GYM,463475392,Haroldo,,East Cambridge,42.36591039983071,-71.07805197567896,Entire home/apt,419,2,33,2025-08-15,1.80,33,191,20,
1036970073670617613,Apartment in heart of Cambridge,11850502,Emelio,,Mid-Cambridge,42.3721512,-71.1076692,Entire home/apt,,3,22,2024-11-09,1.07,1,0,4,
1038665345663825953,Paris concept room in Cambridge 10min to greenline,201911026,Gokhan,,Wellington-Harrington,42.372414306874035,-71.09595758059622,Private room,87,1,102,2025-09-05,4.76,5,315,59,
1038680040963629106,Budget Room in Cambridge 10min to Green line,201911026,Gokhan,,Wellington-Harrington,42.37178648673446,-71.097652068869,Private room,76,1,104,2025-09-13,4.95,5,319,51,
1040498868157347605,Lovely bedroom in Huron Village,486932623,Anne,,West Cambridge,42.381807336619424,-71.1354333645991,Private room,81,1,14,2025-08-26,0.93,1,89,9,C0462420491
1044094385082192374,"Blueground | Central Square, gym, nr t station",107434423,Blueground,,Cambridgeport,42.3649409,-71.103909,Entire home/apt,373,32,0,,,169,280,0,
1044094780074683208,"Blueground | Central Square, gym, nr t station",107434423,Blueground,,Cambridgeport,42.3649409,-71.103909,Entire home/apt,434,32,0,,,169,280,0,
1044098565668751581,"Blueground | Kendall Sq, gym, nr shops & dining",107434423,Blueground,,Area 2/MIT,42.362881,-71.08784,Entire home/apt,672,32,0,,,169,360,0,
1045107406588160391,Cozy in-law suite,11982203,Farah,,North Cambridge,42.39580623368726,-71.1335434645054,Entire home/apt,,20,1,2024-01-30,0.05,1,0,0,C1305818656
1048513238297225657,Boston’s iconic sights l Gym.,550984501,Freepoint Hotel,,Cambridge Highlands,42.389719096457455,-71.14192109649218,Private room,,1,146,2025-06-01,7.09,2,0,21,00015110
1048513854929338001,Vibrancy iconic sights l Gym.,550984501,Freepoint Hotel,,Cambridge Highlands,42.3876,-71.14283,Private room,,1,89,2025-05-22,4.42,2,0,12,00015110
1049725939341767055,"Blueground | Kendall Sq, gym, near restaurants",107434423,Blueground,,Area 2/MIT,42.362881,-71.08784,Entire home/apt,361,32,2,2024-12-14,0.15,169,195,1,
1051349133965350984,"Blueground | E Cambridge, gym & w/d, near T stop",107434423,Blueground,,East Cambridge,42.3698228,-71.0731297,Entire home/apt,,32,0,,,169,1,0,
1055655003394520006,"Blueground | E Cambridge, gym & w/d, near T stop",107434423,Blueground,,East Cambridge,42.3698228,-71.0731297,Entire home/apt,,32,0,,,169,6,0,
1056541415631407188,A Friendly Inn Harvard,553138018,Liu,,Mid-Cambridge,42.3752972,-71.1108311,Private room,247,2,51,2025-08-30,2.42,1,193,17,10753
1056677599813407376,Harvard Sq Apt 5min walk to grad/reunion w/parking,32494180,Mei,,Riverside,42.3693101,-71.1130786,Private room,415,1,7,2025-07-20,0.38,1,175,2,STR-254891
1059480111862743172,Walk to Harvard & MIT Prime Cambridge Location A1A,552804051,Atul,,The Port,42.36422436201361,-71.0973782176927,Private room,75,1,121,2025-09-13,6.29,2,164,72,STR-255656
1059482346327341236,Central Square Cambridge Walk to MIT & Harvard A1B,552804051,Atul,,The Port,42.36622803694674,-71.09903082970573,Private room,78,1,101,2025-09-16,5.50,2,209,64,STR-255656
1062261996900707427,Renovated apartment near Harvard,384300855,Ana,,Mid-Cambridge,42.37119,-71.11082,Entire home/apt,293,4,17,2025-08-10,1.02,1,240,9,
1064275342808164449,"Blueground | Alewife, gym & w/d, nr red line",107434423,Blueground,,Cambridge Highlands,42.39122950000001,-71.14578879999999,Entire home/apt,296,32,0,,,169,279,0,
1064276226491090793,"Blueground | Kendall Sq, gym & w/d, nr green line",107434423,Blueground,,East Cambridge,42.36624,-71.084097,Entire home/apt,323,32,0,,,169,242,0,
1065310053020677810,"Free Parking, In Room Desk, Near MIT & Supermarket",43450256,Steve,,East Cambridge,42.36837892091803,-71.0817810346194,Private room,147,4,2,2025-05-25,0.27,83,337,2,
1065530897533601681,Renovated studio near Harvard,967558,Audrey,,Mid-Cambridge,42.37734089108564,-71.11067735013194,Private room,185,5,3,2025-07-21,0.61,1,123,3,STR-265734
1066632415303417904,"Blueground | Kendall Sq, gym, near shops & dining",107434423,Blueground,,Area 2/MIT,42.362881,-71.08784,Entire home/apt,299,32,1,2025-08-25,0.86,169,79,1,
1067265051354608893,"Blueground | E Cambridge, gym & w/d, near T stop",107434423,Blueground,,East Cambridge,42.3698228,-71.0731297,Entire home/apt,,32,1,2024-06-19,0.06,169,1,0,
1071760875708269521,Economy 2 Bed w/ Free Parking,43450256,Steve,,East Cambridge,42.36731,-71.08151,Entire home/apt,193,4,22,2025-09-19,1.19,83,337,15,
1074497552610582856,"Blueground | Central Sq, fitness, close to dining",107434423,Blueground,,Cambridgeport,42.3626336,-71.1017672,Entire home/apt,265,32,0,,,169,130,0,
1074711283416093548,Best Apartment in Harvard Square 3 Bedroom,417546358,Luca,,West Cambridge,42.37432837711076,-71.12216035266422,Entire home/apt,,29,4,2025-08-09,0.28,2,12,2,
1075154537188999768,"Blueground | Central Sq, gym, nr foodie area",107434423,Blueground,,Cambridgeport,42.3626336,-71.1017672,Entire home/apt,309,32,0,,,169,296,0,
1075154886186984104,"Blueground | Central Sq, fitness, walk to shopping",107434423,Blueground,,Cambridgeport,42.3626336,-71.1017672,Entire home/apt,380,32,0,,,169,76,0,
1076207451122468326,Cozy 2Bed Room on Harvard Square,373675137,Liya,,Agassiz,42.38041171825236,-71.11794277482583,Private room,82,29,24,2025-09-22,1.34,97,203,20,
1077451838236723791,Pvt Bedrm/Bathrm/Kitch'ette on Quiet Tree Lined St,497306866,Andrew,,Cambridgeport,42.36106590000001,-71.10684983068846,Entire home/apt,123,2,68,2025-09-16,3.52,1,157,30,STR-255894
1078414396541428103,Best Harvard Square 1Bedroom,373675137,Liya,,Agassiz,42.38237,-71.1188,Private room,77,29,2,2025-08-27,0.11,97,217,1,
1078423906288822454,1b1b Central SQ MIT /Harvard,70833557,Ken,,Cambridgeport,42.36291855709321,-71.10549827528537,Entire home/apt,60,30,7,2025-08-16,0.39,2,212,4,
1078522756355644970,Best 2Bed Room in Harvard University Campus,373675137,Liya,,Agassiz,42.38261708615166,-71.11786793177211,Private room,82,29,3,2025-08-27,0.63,97,215,3,
1078536875387723342,Comfortable 2Bed Room in Harvard Sq.,373675137,Liya,,Agassiz,42.38065879111591,-71.11822564456962,Private room,79,29,2,2025-08-30,0.14,97,212,1,
1078550110769472944,Cozy 2Bed Room in Harvard University Campus,373675137,Liya,,Agassiz,42.38257,-71.11905,Private room,,29,10,2025-08-29,0.59,97,225,8,
1081184661956590002,Best 1Bedroom in Harvard University Campus,380623623,Sofia,,Agassiz,42.38271306497125,-71.1180646702281,Private room,71,29,16,2025-09-11,0.99,22,227,13,C0458970491
1081215259302290867,Cozy 1Bedroom in Harvard University Campus,380623623,Sofia,,Agassiz,42.38181,-71.1176,Private room,75,29,26,2025-08-31,2.36,22,213,26,
1081234000206568862,Wonderful 1Bedroom in Harvard Square,380623623,Sofia,,Neighborhood Nine,42.38092,-71.11986,Private room,77,29,12,2025-08-30,0.72,22,163,8,
1081247733311373595,Sweet 1Bedroom in Harvard Square,380623623,Sofia,,Agassiz,42.38073,-71.11764,Private room,75,29,26,2025-09-23,1.34,22,211,21,
1081260480997375711,Best Deal 1Bedroom in Harvard Square,380623623,Sofia,,Agassiz,42.38232832132016,-71.11936795460637,Private room,77,29,18,2025-09-17,0.97,22,217,14,
1081273385238256231,Comfortable 1Bedroom in Harvard Square,380623623,Sofia,,Neighborhood Nine,42.38092612686673,-71.1200240366263,Private room,70,29,30,2025-09-12,1.62,22,227,23,
1081468346941167969,Best 2Bed Room in Harvard University Campus,380623623,Sofia,,Agassiz,42.38273,-71.11839,Private room,84,29,10,2025-09-22,0.84,22,216,10,
1081836921075410984,Wonderful 1Bedroom in Harvard Square,380623623,Sofia,,Neighborhood Nine,42.381254552630615,-71.11998906488158,Private room,78,29,19,2025-09-08,1.07,22,222,15,
1081848745838636761,Comfortable 1Bedroom in Harvard University Campus,380623623,Sofia,,Agassiz,42.380964319488115,-71.11766755606274,Private room,78,29,22,2025-09-12,1.24,22,224,14,
1081862585114294779,Lovely 2Bed Room in Harvard Square,380623623,Sofia,,Agassiz,42.3818,-71.11776,Private room,80,29,12,2025-09-08,1.66,22,203,12,
1081905027295602864,Quiet 1Bedroom in Harvard Square,380623623,Sofia,,Agassiz,42.38080084099295,-71.11788219531911,Private room,75,29,7,2025-07-29,0.41,22,201,4,
1081920212626957830,Wonderful 1Bedroom in Harvard University Campus,380623623,Sofia,,Neighborhood Nine,42.38205342421311,-71.11971939702369,Private room,77,29,24,2025-09-26,1.26,22,148,18,
1081922433386705884,Peaceful + Charming Cambridge House Harvard + MIT,2111161,Kevin,,Cambridgeport,42.36322,-71.10518,Entire home/apt,,3,9,2025-08-17,0.61,1,0,5,C0469080491
1081930651566375264,Lovely 1Bedroom in Harvard Square,380623623,Sofia,,Neighborhood Nine,42.382388121739375,-71.11989131069832,Private room,72,29,11,2025-08-24,0.64,22,224,7,
1081963674879636572,Adorable 2Bed Room in Harvard Square,380623623,Sofia,,Agassiz,42.38111399944257,-71.11956337230447,Private room,79,29,16,2025-09-20,0.92,22,212,10,
1081991093784683208,Pleasant 1Bedroom in Harvard Square,380623623,Sofia,,Agassiz,42.38222540897851,-71.1196487980451,Private room,75,29,3,2025-09-22,0.16,22,222,1,
1082689715524663547,Queen Bedroom East Cambridge,43450256,Steve,,East Cambridge,42.37206,-71.08229,Private room,131,30,2,2025-04-01,0.12,83,271,1,
1082878434985647348,Elegant 2Bed Room in Harvard Square,380623623,Sofia,,Agassiz,42.3821558092175,-71.11924149476712,Private room,76,29,1,2025-02-17,0.13,22,225,1,
1084861490253863852,Queen Bedroom in East Cambridge,43450256,Steve,,East Cambridge,42.372222917320315,-71.0821389582995,Private room,131,30,1,2025-05-02,0.20,83,271,1,
1085531300157434847,Comfortable 1 Bedroom in Harvard Square,373675137,Liya,,Agassiz,42.38012948220294,-71.11739022182716,Private room,80,29,38,2025-06-08,1.97,97,167,23,
1087043088286934912,"3 Bed, 1 Bath w/ Free Parking",43450256,Steve,,East Cambridge,42.36701870047951,-71.08152353326659,Entire home/apt,228,4,65,2025-09-01,3.43,83,322,41,
1088571783458035994,Bautiful 1Bedroom in Harvard Square Free Parking,380623623,Sofia,,Agassiz,42.3814212843143,-71.11712641216786,Private room,74,29,10,2025-08-18,0.99,22,216,10,
1091275833858873833,Spacious two-bedroom apartment in central Kendall,22541573,Furnished Quarters,,East Cambridge,42.36395,-71.08224,Entire home/apt,366,30,0,,,12,358,0,
1092855511983494781,Robes & Etro bath amenities,558283664,Hotel,,Mid-Cambridge,42.371103,-71.113778,Private room,,1,16,2025-09-14,1.22,2,52,15,
1092855512156788588,Harvard Square charmer with marble shower,558283664,Hotel,,Mid-Cambridge,42.371103,-71.113778,Private room,,1,1,2025-05-05,0.20,2,48,1,
1093756346559375157,Back-Bay 2BR Condo Boston Common Down-Town Parking,463475392,Haroldo,,East Cambridge,42.362063,-71.08106,Entire home/apt,700,2,11,2025-09-15,0.69,33,198,8,
1094795937752488398,"Blueground | Kendall Sq, gym, nr green line & shop",107434423,Blueground,,East Cambridge,42.36487379999999,-71.0830428,Entire home/apt,390,32,0,,,169,28,0,
1102017006012796240,"Blueground | East Cambridge, gym, nr green line",107434423,Blueground,,East Cambridge,42.37303,-71.07859,Entire home/apt,283,32,0,,,169,123,0,
1106850875535276208,Cute Modern Studio Near Harvard University,1990531,Ayal,,Neighborhood Nine,42.3859561953152,-71.13015239721936,Entire home/apt,225,2,16,2025-07-27,0.90,1,0,9,
1108882293752622009,Cambridge Retreat: Cozy 1BR Getaway,200165820,Pierre,,Mid-Cambridge,42.37049863331952,-71.11207273641058,Entire home/apt,,91,1,2024-09-03,0.08,1,0,0,
1112436567332844103,"P22, Cozy Room Near MIT/MGH/Harvard, 30 Days+",229497500,Yudong,,East Cambridge,42.36828,-71.08229,Private room,59,30,6,2025-05-01,0.34,20,337,3,C0219720491
1112441607068691361,"P23, Cozy Room Near MIT/MGH/Harvard, 30 Days+",229497500,Yudong,,East Cambridge,42.370256985163294,-71.08184173479938,Private room,59,30,8,2025-08-31,0.60,20,289,6,C0219720491
1113898881887522243,Private bedroom by Central SQ i2,347531335,Alpaslan,,The Port,42.3707563932421,-71.09848864536399,Private room,85,30,55,2025-09-23,3.06,1,335,50,
1113966242790010489,Affordable 1Bedroom in Harvard Square,373675137,Liya,,Agassiz,42.38089824048714,-71.11956573406164,Private room,65,29,15,2025-04-28,1.04,97,85,10,
1113980159300339938,Comfortable 1 Bedroom in Harvard Square,373675137,Liya,,Agassiz,42.38088,-71.11745,Private room,65,29,9,2025-04-21,0.64,97,85,7,
1115420448659709729,Beautiful Cambridge Apartment,34108353,Sarah,,East Cambridge,42.3710574871386,-71.08654046869336,Entire home/apt,155,2,52,2025-09-27,3.28,1,115,49,
1116261789246615073,Budget room in Cambridge,201911026,Gokhan,,Wellington-Harrington,42.3720193069963,-71.09727087569524,Private room,89,1,72,2025-08-29,3.93,5,335,42,
1116621995478463909,"Next to Harvard, Walk to Grocery, Shops, & Parks",43450256,Steve,,Mid-Cambridge,42.37144,-71.11093,Private room,99,3,0,,,83,88,0,
